"","K.11","H.euclidean.ward.D","H.euclidean.single","H.euclidean.complete","H.euclidean.average","H.euclidean.mcquitty","H.euclidean.median","H.euclidean.centroid","H.euclidean.ward.D2","H.maximum.ward.D","H.maximum.single","H.maximum.complete","H.maximum.average","H.maximum.mcquitty","H.maximum.median","H.maximum.centroid","H.maximum.ward.D2","H.manhattan.ward.D","H.manhattan.single","H.manhattan.complete","H.manhattan.average","H.manhattan.mcquitty","H.manhattan.median","H.manhattan.centroid","H.manhattan.ward.D2","H.canberra.ward.D","H.canberra.single","H.canberra.complete","H.canberra.average","H.canberra.mcquitty","H.canberra.median","H.canberra.centroid","H.canberra.ward.D2","H.binary.ward.D","H.binary.single","H.binary.complete","H.binary.average","H.binary.mcquitty","H.binary.median","H.binary.centroid","H.binary.ward.D2","H.minkowski.ward.D","H.minkowski.single","H.minkowski.complete","H.minkowski.average","H.minkowski.mcquitty","H.minkowski.median","H.minkowski.centroid","H.minkowski.ward.D2","H.correlation.ward.D","H.correlation.single","H.correlation.complete","H.correlation.average","H.correlation.mcquitty","H.correlation.median","H.correlation.centroid","H.correlation.ward.D2","H.uncentered.ward.D","H.uncentered.single","H.uncentered.complete","H.uncentered.average","H.uncentered.mcquitty","H.uncentered.median","H.uncentered.centroid","H.uncentered.ward.D2","SNN.euclidean.3","SNN.euclidean.4","SNN.euclidean.5","SNN.euclidean.6","SNN.euclidean.7","SNN.euclidean.8","SNN.euclidean.9","SNN.maximum.3","SNN.maximum.4","SNN.maximum.5","SNN.maximum.6","SNN.maximum.7","SNN.maximum.8","SNN.maximum.9","SNN.manhattan.3","SNN.manhattan.4","SNN.manhattan.5","SNN.manhattan.6","SNN.manhattan.7","SNN.manhattan.8","SNN.manhattan.9","SNN.canberra.3","SNN.canberra.4","SNN.canberra.5","SNN.canberra.6","SNN.canberra.7","SNN.canberra.8","SNN.canberra.9","SNN.binary.3","SNN.binary.4","SNN.binary.5","SNN.binary.6","SNN.binary.7","SNN.binary.8","SNN.binary.9","SNN.minkowski.3","SNN.minkowski.4","SNN.minkowski.5","SNN.minkowski.6","SNN.minkowski.7","SNN.minkowski.8","SNN.minkowski.9"
"PD15",2,5,1,1,1,1,0,40,7,6,1,4,1,1,46,5,8,6,1,5,1,4,36,35,3,10,6,2,5,2,42,4,10,1,1,1,1,1,1,1,1,5,1,1,1,1,0,40,7,1,3,5,1,6,0,10,1,10,7,2,10,4,10,15,5,19,5,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,2,10,8,2,2,2,3,1,1,1,1,1,1,1,19,5,10,9,1,4,2
"PD2",8,5,1,1,1,1,0,40,7,6,1,4,1,1,44,3,8,6,1,5,1,4,36,35,3,10,2,2,3,2,61,4,10,1,1,1,1,1,1,1,1,5,1,1,1,1,0,40,7,1,3,5,1,6,0,10,1,10,2,2,10,4,12,15,7,7,6,10,9,1,4,2,17,3,9,2,2,2,1,14,6,12,6,5,2,4,9,5,8,2,2,2,3,1,1,1,1,1,1,1,7,6,10,9,1,4,2
"PD3",2,5,1,1,1,1,0,3,7,6,1,4,1,1,45,23,8,6,1,5,1,4,49,3,3,10,2,2,3,2,61,4,10,1,1,1,1,1,1,1,1,5,1,1,1,1,0,3,7,1,3,5,1,6,0,10,1,10,2,2,10,4,12,15,7,19,5,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,-1,10,8,2,2,2,3,1,1,1,1,1,1,1,19,5,10,9,1,4,2
"PD4",8,5,1,1,1,1,0,1,7,6,1,4,1,1,43,40,8,6,1,5,1,4,34,32,3,10,2,2,3,7,64,4,10,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,7,1,1,5,1,6,0,10,1,1,2,2,10,4,12,15,7,7,6,10,9,1,4,2,17,11,2,2,2,2,1,14,6,12,8,2,4,4,9,5,8,3,2,2,3,1,1,1,1,1,1,1,7,6,10,9,1,4,2
"PD5",2,5,1,1,1,1,0,1,7,6,1,1,1,1,43,12,8,6,1,5,1,4,34,1,3,10,2,2,3,1,63,22,10,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,7,1,10,7,1,6,0,10,1,1,2,2,10,4,12,18,7,19,5,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,-1,10,8,2,2,2,3,1,1,1,1,1,1,1,19,5,10,9,1,4,2
"PD6",2,5,1,1,1,1,0,25,7,6,1,1,1,1,22,12,8,6,1,5,1,4,43,1,3,5,2,2,3,1,63,22,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,25,7,1,10,7,1,6,0,10,1,1,2,2,2,4,10,18,7,19,5,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,2,10,8,2,2,2,3,1,1,1,1,1,1,1,19,5,10,9,1,4,2
"PD7",8,5,1,1,1,1,0,25,7,6,1,1,1,1,22,10,8,6,1,3,1,4,43,1,3,5,2,2,3,1,67,50,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,25,7,1,10,7,1,6,0,12,1,1,2,2,2,4,9,18,7,7,6,10,9,1,4,1,17,11,2,2,2,2,1,14,6,12,8,2,2,4,9,5,8,3,3,2,3,1,1,1,1,1,1,1,7,6,10,9,1,4,1
"PD8",2,5,1,1,1,1,0,7,7,6,1,1,1,1,25,10,8,6,1,3,1,4,32,1,3,5,2,2,3,1,67,50,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,7,7,1,7,7,1,6,0,12,1,1,2,2,2,4,8,18,7,19,5,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,2,10,8,2,2,2,3,1,1,1,1,1,1,1,19,5,10,9,1,4,2
"PD9",8,5,1,1,1,1,0,19,7,6,1,1,1,1,25,10,8,6,1,3,1,4,32,1,3,5,2,2,3,6,62,45,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,19,7,1,5,7,1,6,0,26,1,1,2,2,2,4,8,18,7,19,6,10,9,1,4,2,17,11,2,2,2,2,1,24,2,7,8,2,4,4,2,10,8,2,2,2,3,1,1,1,1,1,1,1,19,6,10,9,1,4,2
"LPG1",3,5,1,1,1,1,0,19,7,6,1,1,1,1,25,10,8,6,1,3,1,4,32,1,3,5,2,2,3,6,62,45,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,19,7,1,9,7,1,6,0,26,1,1,2,2,2,4,8,29,7,11,-1,2,8,2,3,5,8,5,7,5,2,2,1,-1,11,6,7,1,3,3,16,8,6,1,1,2,3,1,1,1,1,1,1,1,11,-1,2,8,2,3,5
"LPG3",3,5,1,1,1,1,0,19,7,6,1,1,1,1,25,10,8,6,1,1,1,4,32,1,3,5,2,7,3,6,38,22,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,19,7,10,2,7,11,6,0,26,10,1,2,6,2,4,8,29,7,16,2,3,8,2,3,5,8,5,4,5,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG4",10,5,1,1,1,1,0,7,7,6,1,1,1,1,25,11,8,6,1,1,1,4,32,1,3,5,2,7,3,8,38,12,6,1,1,1,1,1,1,1,1,5,1,1,1,1,0,7,7,10,2,7,11,6,0,6,10,1,2,6,2,4,7,29,7,11,13,9,2,2,3,5,8,5,7,5,2,2,1,23,10,13,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,11,13,9,2,2,3,5
"LPG6",9,5,1,1,1,1,0,7,7,1,1,1,1,1,15,11,8,6,1,1,1,4,31,1,3,4,2,7,3,3,45,2,5,1,1,1,1,1,1,1,1,5,1,1,1,1,0,7,7,10,2,7,11,6,0,6,10,7,2,6,2,4,7,4,7,15,11,6,4,2,2,3,14,9,6,4,2,2,1,15,7,3,7,7,6,1,12,8,6,1,1,2,3,1,1,1,1,1,1,1,15,11,6,4,2,2,3
"LPG7",3,5,1,1,1,1,0,22,7,1,1,1,1,1,28,18,8,6,1,1,1,4,31,12,3,4,2,7,3,3,45,8,5,1,1,1,1,1,1,1,1,5,1,1,1,1,0,22,7,10,2,7,11,6,0,9,10,7,2,6,5,4,6,4,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG8",3,5,1,1,1,1,0,22,7,1,1,1,1,1,28,18,8,6,1,1,1,1,5,12,3,4,2,7,3,3,28,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,0,22,7,5,2,7,7,6,0,9,10,7,2,6,5,4,6,4,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG9",3,5,1,1,1,1,0,22,7,1,1,1,1,1,15,18,8,6,1,1,1,1,5,14,4,4,2,7,3,3,28,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,0,22,7,5,2,7,7,6,0,6,10,7,2,6,5,4,6,4,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG10",3,5,1,3,1,1,0,22,7,1,1,1,1,1,17,18,8,6,1,1,1,1,5,14,4,4,2,7,3,3,31,27,5,1,1,1,1,1,1,1,1,5,1,3,1,1,0,22,7,5,2,7,5,6,0,6,10,7,2,6,5,4,3,4,7,11,-1,3,8,2,3,5,8,5,7,5,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,11,-1,3,8,2,3,5
"LPG11",9,5,1,3,1,1,0,22,7,1,1,1,1,1,17,18,8,6,1,1,1,1,51,12,4,4,2,7,3,3,31,27,5,1,1,1,1,1,1,1,1,5,1,3,1,1,0,22,7,5,2,10,5,6,0,6,5,7,2,6,5,4,27,4,7,-1,11,6,8,2,3,5,14,-1,6,5,2,2,1,-1,7,3,4,1,3,3,-1,8,6,1,1,2,3,1,1,1,1,1,1,1,-1,11,6,8,2,3,5
"LPG12",3,5,1,3,1,1,0,22,7,1,1,1,1,1,13,18,1,6,1,1,1,1,51,12,4,4,2,7,3,3,29,27,5,1,1,1,1,1,1,1,1,5,1,3,1,1,0,22,7,5,2,10,6,6,0,6,5,7,2,6,5,4,1,7,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG13",11,1,1,3,1,1,0,22,7,1,1,1,1,1,13,15,1,6,1,1,1,1,27,12,4,4,2,7,3,3,29,30,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,22,7,9,2,10,6,6,0,6,5,7,2,6,5,4,1,7,7,18,4,2,2,2,3,5,16,14,11,5,2,2,1,23,13,6,7,7,6,3,16,1,1,3,1,2,3,1,1,1,1,1,1,1,18,4,2,2,2,3,5
"LPG14",3,1,1,3,1,1,0,22,6,1,1,1,1,1,19,15,1,6,1,1,1,1,27,4,4,4,2,7,3,3,29,30,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,22,6,9,2,10,2,6,0,6,5,7,2,6,5,4,1,7,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"LPG15",3,1,1,3,1,1,0,24,6,1,1,1,1,1,20,28,1,6,1,1,1,1,19,4,4,4,2,7,3,3,33,16,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,24,6,9,2,10,2,6,0,6,5,7,2,4,5,4,42,7,7,16,2,3,8,2,3,5,19,15,4,3,2,2,1,1,11,8,5,1,3,3,12,8,6,1,1,2,3,1,1,1,1,1,1,1,16,2,3,8,2,3,5
"VD1",10,1,1,3,1,1,0,24,6,1,1,1,1,1,6,28,1,6,1,1,1,1,19,4,4,4,2,7,3,3,33,16,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,24,6,9,2,10,2,6,0,6,5,7,2,4,5,4,40,7,7,14,1,1,1,2,2,4,3,1,1,5,2,2,1,10,10,1,2,6,1,2,11,7,5,3,3,2,3,1,1,1,1,1,1,1,14,1,1,1,2,2,4
"VD10",11,1,1,3,1,1,0,13,6,1,1,1,1,1,6,15,1,6,1,1,1,1,24,4,5,4,2,7,3,3,33,20,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,13,6,9,2,10,2,6,0,6,5,7,2,4,5,6,40,30,7,12,15,4,3,2,3,5,21,16,10,5,2,2,1,19,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,12,15,4,3,2,3,5
"VD11",11,1,1,3,1,1,0,13,6,1,1,1,1,1,6,15,1,7,1,1,1,1,26,4,5,4,2,3,3,3,27,20,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,13,6,9,2,10,2,11,0,7,5,7,2,4,4,6,1,30,2,20,15,4,3,2,3,5,2,4,10,5,2,2,1,6,15,9,3,3,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,20,15,4,3,2,3,5
"VD13",11,1,1,3,1,1,0,35,6,1,1,1,1,1,40,15,1,7,1,1,1,1,23,4,5,4,2,3,3,3,27,20,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,35,6,9,2,10,2,11,0,7,5,7,2,4,4,6,41,7,2,20,15,4,3,2,3,5,2,4,10,5,2,2,1,6,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,20,15,4,3,2,3,5
"VD2",11,1,1,3,1,1,0,20,6,1,1,1,1,1,8,15,1,7,1,1,1,1,23,4,5,4,2,3,3,3,25,20,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,20,6,9,2,10,2,11,0,7,5,7,2,4,4,6,41,7,2,20,15,4,3,2,3,5,2,4,10,5,2,2,1,6,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,20,15,4,3,2,3,5
"VD3",10,1,1,3,1,1,0,20,6,1,1,1,1,1,8,15,1,7,1,1,1,1,52,4,5,4,2,3,3,3,25,10,5,1,1,1,1,1,1,1,1,1,1,3,1,1,0,20,6,8,2,10,2,11,0,7,5,7,2,5,4,6,41,6,2,20,13,9,6,2,3,4,15,12,7,5,2,2,1,10,10,13,7,7,6,3,11,1,1,3,3,2,3,1,1,1,1,1,1,1,20,13,9,6,2,3,4
"VD5",11,1,1,3,1,1,0,20,6,1,1,1,1,1,48,8,1,7,1,1,1,1,50,15,5,3,2,3,3,3,30,10,4,1,1,1,1,1,1,1,1,1,1,3,1,1,0,20,6,8,2,10,2,8,0,7,8,7,2,5,4,6,41,6,2,12,15,4,3,2,3,5,21,16,10,5,2,2,1,19,15,9,3,3,6,3,18,11,2,3,3,2,3,1,1,1,1,1,1,1,12,15,4,3,2,3,5
