"","K.11","H.euclidean.ward.D","H.euclidean.single","H.euclidean.complete","H.euclidean.average","H.euclidean.mcquitty","H.euclidean.median","H.euclidean.centroid","H.euclidean.ward.D2","H.maximum.ward.D","H.maximum.single","H.maximum.complete","H.maximum.average","H.maximum.mcquitty","H.maximum.median","H.maximum.centroid","H.maximum.ward.D2","H.manhattan.ward.D","H.manhattan.single","H.manhattan.complete","H.manhattan.average","H.manhattan.mcquitty","H.manhattan.median","H.manhattan.centroid","H.manhattan.ward.D2","H.canberra.ward.D","H.canberra.single","H.canberra.complete","H.canberra.average","H.canberra.mcquitty","H.canberra.median","H.canberra.centroid","H.canberra.ward.D2","H.binary.ward.D","H.binary.single","H.binary.complete","H.binary.average","H.binary.mcquitty","H.binary.median","H.binary.centroid","H.binary.ward.D2","H.minkowski.ward.D","H.minkowski.single","H.minkowski.complete","H.minkowski.average","H.minkowski.mcquitty","H.minkowski.median","H.minkowski.centroid","H.minkowski.ward.D2","H.correlation.ward.D","H.correlation.single","H.correlation.complete","H.correlation.average","H.correlation.mcquitty","H.correlation.median","H.correlation.centroid","H.correlation.ward.D2","H.uncentered.ward.D","H.uncentered.single","H.uncentered.complete","H.uncentered.average","H.uncentered.mcquitty","H.uncentered.median","H.uncentered.centroid","H.uncentered.ward.D2","SNN.euclidean.3","SNN.euclidean.4","SNN.euclidean.5","SNN.euclidean.6","SNN.euclidean.7","SNN.euclidean.8","SNN.euclidean.9","SNN.maximum.3","SNN.maximum.4","SNN.maximum.5","SNN.maximum.6","SNN.maximum.7","SNN.maximum.8","SNN.maximum.9","SNN.manhattan.3","SNN.manhattan.4","SNN.manhattan.5","SNN.manhattan.6","SNN.manhattan.7","SNN.manhattan.8","SNN.manhattan.9","SNN.canberra.3","SNN.canberra.4","SNN.canberra.5","SNN.canberra.6","SNN.canberra.7","SNN.canberra.8","SNN.canberra.9","SNN.binary.3","SNN.binary.4","SNN.binary.5","SNN.binary.6","SNN.binary.7","SNN.binary.8","SNN.binary.9","SNN.minkowski.3","SNN.minkowski.4","SNN.minkowski.5","SNN.minkowski.6","SNN.minkowski.7","SNN.minkowski.8","SNN.minkowski.9"
"LP13",4,5,2,5,4,5,3,9,7,5,3,1,4,4,32,1,6,2,2,3,2,4,3,0,4,10,2,11,10,7,10,11,6,3,1,3,3,3,2,9,3,5,2,5,4,5,3,9,7,10,1,1,9,6,18,26,5,6,1,1,2,9,22,16,5,16,7,7,5,2,2,3,25,7,8,7,3,3,2,19,19,3,4,3,3,1,16,11,1,1,2,5,4,1,1,5,4,3,2,2,16,7,7,5,2,2,3
"LP14",4,5,2,5,4,5,3,34,7,4,3,1,4,4,2,1,6,2,2,3,2,4,3,0,4,2,2,11,10,7,10,28,6,3,1,3,3,3,2,2,7,5,2,5,4,5,3,34,7,10,1,1,9,6,16,26,5,6,1,1,2,9,22,16,5,16,7,7,5,2,2,3,25,12,8,7,3,3,2,19,19,3,4,2,4,1,16,11,1,1,2,5,4,2,2,1,1,1,1,1,16,7,7,5,2,2,3
"LP15",9,5,2,5,4,5,3,34,7,4,3,1,4,4,2,1,6,2,2,3,2,4,3,0,4,2,2,11,10,7,9,28,6,3,1,3,3,3,2,2,7,5,2,5,4,5,3,34,7,10,1,1,9,8,16,15,5,6,1,1,2,9,22,16,5,5,6,5,4,3,2,2,10,5,7,8,6,2,2,2,4,2,3,3,3,1,3,11,1,1,2,5,4,2,2,1,1,1,1,1,5,6,5,4,3,2,2
"LP3",9,5,2,5,4,5,3,31,7,4,3,3,4,4,7,11,6,1,2,3,2,4,3,0,4,2,2,3,10,7,9,28,6,3,1,8,3,3,2,2,7,5,2,5,4,5,3,31,7,10,1,1,9,8,16,15,3,3,1,1,2,9,22,10,2,5,6,5,4,3,2,2,10,5,7,8,6,2,2,2,4,2,3,3,3,1,3,11,1,1,2,5,4,9,8,5,4,3,2,2,5,6,5,4,3,2,2
"LP4",9,5,2,5,4,5,3,31,7,4,3,3,4,4,11,29,6,1,2,3,2,4,6,0,4,2,2,3,9,7,7,39,6,3,1,7,3,3,2,2,7,5,2,5,4,5,3,31,7,10,1,1,9,8,16,15,3,3,1,1,2,9,22,10,2,5,6,5,4,3,2,2,10,5,7,8,6,2,2,2,4,2,3,3,3,1,3,11,1,1,2,5,4,11,1,5,4,3,2,2,5,6,5,4,3,2,2
"LP5",4,5,2,5,4,5,3,9,7,4,3,3,4,4,30,15,6,1,2,3,2,4,6,0,4,2,2,3,9,7,7,44,6,3,1,7,3,3,2,2,7,5,2,5,4,5,3,9,7,10,1,1,9,10,17,15,3,3,1,1,2,9,22,10,2,16,-1,7,5,2,2,3,-1,17,6,12,4,4,2,19,19,3,4,2,4,1,16,11,1,1,2,5,4,11,1,5,4,3,2,2,16,-1,7,5,2,2,3
"LP6",3,5,2,5,4,5,3,9,7,4,3,3,4,4,30,10,6,1,2,3,2,4,8,0,4,2,2,3,9,11,13,42,6,3,1,7,3,3,2,2,8,5,2,5,4,5,3,9,7,10,1,1,9,9,17,15,3,3,1,1,2,9,22,10,2,13,14,10,5,3,2,3,11,7,10,6,2,3,2,2,4,2,3,3,3,1,16,11,1,1,2,5,4,11,1,5,4,3,2,2,13,14,10,5,3,2,3
"LP9",4,5,2,5,4,5,3,9,7,4,3,3,4,4,30,10,6,3,2,3,6,4,20,0,4,2,2,3,9,11,55,41,6,3,1,10,3,3,2,2,8,5,2,5,4,5,3,9,7,8,1,1,8,9,16,11,3,3,1,1,2,9,22,10,2,16,7,7,5,2,2,3,25,7,8,7,3,3,2,19,19,3,4,2,4,1,16,11,1,1,2,5,4,5,4,2,2,3,2,2,16,7,7,5,2,2,3
"PD13",7,5,2,5,4,5,3,9,7,4,3,3,4,4,30,10,6,3,2,3,6,4,20,0,4,2,2,3,2,11,55,41,6,9,1,11,2,11,2,2,8,5,2,5,4,5,3,9,7,8,1,1,8,9,16,11,3,3,1,1,2,5,7,10,2,6,15,3,7,7,3,4,12,6,9,3,5,5,3,13,16,9,9,5,5,2,9,14,9,8,3,5,4,1,1,5,4,3,2,2,6,15,3,7,7,3,4
"PD14",1,5,2,5,4,5,3,9,7,4,3,4,4,4,30,10,6,3,2,3,5,4,37,0,4,1,2,3,2,11,55,41,9,9,1,11,2,11,4,2,8,5,2,5,4,5,3,9,7,8,1,1,8,9,16,11,3,3,1,1,2,8,7,10,2,11,1,8,4,5,3,4,17,8,1,8,6,2,2,18,14,5,7,4,5,2,8,14,9,8,3,5,4,3,9,6,5,2,2,2,11,1,8,4,5,3,4
"PD15",7,5,2,5,4,7,3,6,7,4,3,4,4,4,30,10,6,3,2,2,5,4,37,0,4,1,2,3,2,11,42,41,9,9,1,11,4,11,4,2,8,5,2,5,4,7,3,6,7,5,1,1,5,9,16,27,3,3,1,1,2,8,7,10,2,18,9,12,7,7,3,4,14,-1,9,9,5,5,3,26,16,9,9,5,3,2,9,14,9,8,3,5,4,3,9,6,5,2,2,2,18,9,12,7,7,3,4
"PD2",5,5,2,5,4,7,3,6,7,4,3,4,4,4,13,10,6,3,2,2,5,4,37,0,4,1,8,3,2,10,60,41,9,9,1,11,4,11,4,2,8,5,2,5,4,7,3,6,7,5,1,1,7,9,16,18,3,3,1,1,2,8,4,24,2,9,11,13,9,6,2,3,27,15,15,12,4,3,2,12,17,7,8,2,6,1,8,14,9,8,3,5,4,5,4,2,2,3,2,2,9,11,13,9,6,2,3
"PD3",4,5,2,5,4,4,3,6,7,4,3,4,4,4,15,10,6,3,2,2,5,4,37,0,4,1,7,3,2,10,29,13,9,9,1,11,4,11,4,2,2,5,2,5,4,4,3,6,7,5,1,1,7,9,16,18,3,3,1,1,2,7,4,24,2,14,11,9,6,4,2,3,18,-1,8,7,3,3,2,13,16,9,9,2,6,1,9,14,9,8,3,5,4,1,1,5,4,3,2,2,14,11,9,6,4,2,3
"PD4",5,5,2,5,4,4,3,6,7,4,3,4,4,4,15,10,6,3,2,2,5,4,27,0,4,1,9,3,2,10,29,13,9,9,1,11,4,11,4,2,2,5,2,5,4,4,3,6,7,3,1,1,11,9,28,16,3,3,1,1,2,7,4,10,2,9,11,9,6,4,2,3,18,3,8,7,3,3,2,12,17,7,8,2,6,1,8,14,9,8,3,5,4,1,1,5,4,3,2,2,9,11,9,6,4,2,3
"PD5",7,5,2,5,4,4,3,30,7,4,3,4,4,4,15,25,6,3,2,2,5,4,27,0,4,1,11,3,2,10,34,12,9,8,1,11,4,11,4,2,2,5,2,5,4,4,3,30,7,3,1,1,2,2,28,16,3,3,1,1,2,3,4,10,2,-1,9,12,7,7,3,4,14,-1,9,9,5,5,3,13,16,9,9,2,5,2,9,14,9,8,3,5,4,1,1,5,4,3,2,2,-1,9,12,7,7,3,4
"PD6",7,5,2,5,4,4,3,30,7,4,3,4,4,4,24,25,6,3,2,2,4,4,36,0,4,1,5,3,2,10,34,17,9,8,1,11,4,11,4,2,5,5,2,5,4,4,3,30,7,3,1,1,2,2,30,16,3,3,1,1,2,3,4,10,2,10,13,12,7,7,3,4,4,10,9,9,5,5,3,7,16,9,9,5,5,2,7,14,9,8,3,5,4,5,4,2,2,3,2,2,10,13,12,7,7,3,4
"PD7",5,5,2,5,4,4,3,30,7,4,3,4,4,4,24,25,6,7,2,2,4,4,4,0,4,1,4,9,6,10,59,17,7,8,1,5,1,1,4,2,5,5,2,5,4,4,3,30,7,3,1,1,2,2,8,16,3,3,1,1,2,3,4,8,2,9,-1,13,9,2,2,3,23,17,6,12,4,4,2,12,17,11,4,2,6,1,8,14,9,8,3,5,4,1,1,5,4,3,2,2,9,-1,13,9,2,2,3
"PD8",7,5,2,5,4,4,3,30,7,4,3,4,4,4,24,25,6,7,2,2,4,4,4,0,4,1,4,9,6,3,59,7,7,8,1,5,1,1,4,2,5,5,2,5,4,4,3,30,7,3,1,1,2,2,8,17,3,3,1,1,2,3,3,8,2,10,13,12,7,7,3,4,4,10,9,9,5,5,3,7,16,9,9,5,5,2,7,14,9,8,3,5,4,3,9,6,5,2,2,2,10,13,12,7,7,3,4
"PD9",7,7,2,5,4,4,3,30,7,4,3,4,4,4,24,10,6,7,2,6,4,4,4,0,4,1,4,9,6,3,59,7,7,8,1,5,1,1,4,2,5,7,2,5,4,4,3,30,7,3,1,1,2,2,8,17,3,3,1,1,2,3,3,8,2,10,13,12,7,7,3,4,4,10,9,9,5,5,3,7,16,9,9,5,5,2,7,14,9,8,3,5,4,1,1,5,4,3,2,2,10,13,12,7,7,3,4
"LPG1",1,7,2,5,4,4,3,26,7,4,3,4,4,4,28,12,6,7,2,6,4,4,4,0,8,1,4,9,6,3,61,7,7,8,1,5,1,1,4,2,5,7,2,5,4,4,3,26,7,3,1,1,2,2,8,16,2,3,1,1,2,3,3,8,2,11,1,8,1,5,3,4,17,8,1,8,6,2,2,18,14,5,7,4,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,11,1,8,1,5,3,4
"LPG3",5,7,2,5,4,4,3,26,7,4,3,4,4,4,28,12,6,7,2,6,4,4,31,0,8,1,4,9,6,3,31,62,7,8,1,5,1,1,4,2,5,7,2,5,4,4,3,26,7,3,1,1,2,2,8,16,2,3,1,1,2,3,3,8,2,14,11,9,6,4,2,3,18,3,8,7,3,3,2,22,18,9,8,2,6,1,14,9,6,6,5,4,3,1,1,5,4,3,2,2,14,11,9,6,4,2,3
"LPG4",5,7,2,5,4,4,3,26,7,4,3,4,4,4,28,12,6,7,2,6,4,4,28,0,6,1,4,9,6,3,31,61,7,8,1,5,1,1,4,2,5,7,2,5,4,4,3,26,7,3,1,1,2,2,8,5,2,2,1,1,2,3,20,8,2,4,11,9,6,4,2,3,9,7,8,7,3,3,2,1,17,7,8,2,6,1,20,12,6,6,5,4,3,8,6,5,4,3,2,2,4,11,9,6,4,2,3
"LPG6",7,7,2,5,4,4,3,26,7,4,3,4,4,4,24,4,6,7,2,6,4,4,28,0,6,1,4,9,5,3,32,61,7,2,1,2,1,1,4,2,5,7,2,5,4,4,3,26,7,3,1,1,2,2,12,5,2,2,1,1,2,3,20,8,2,18,13,12,7,7,3,4,21,10,9,9,5,5,3,26,1,9,9,5,5,2,14,9,6,6,5,4,3,7,9,6,5,2,2,2,18,13,12,7,7,3,4
"LPG7",7,7,2,5,4,4,3,11,7,4,3,4,4,4,24,4,6,4,2,6,4,4,42,0,6,1,4,9,5,3,33,7,7,2,1,2,1,1,3,2,5,7,2,5,4,4,3,11,7,3,1,1,2,2,12,5,2,2,1,1,2,3,20,8,2,23,15,12,7,7,3,4,15,18,9,9,5,5,3,27,5,9,9,5,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,23,15,12,7,7,3,4
"LPG8",7,7,2,5,4,4,3,11,7,4,3,4,4,4,24,4,6,4,2,8,4,4,33,0,6,1,4,10,5,3,30,8,7,2,1,2,1,1,3,2,5,7,2,5,4,4,3,11,7,3,1,1,2,2,12,5,2,2,1,1,2,3,8,8,2,23,15,3,7,7,3,4,15,18,9,9,5,5,3,27,5,9,9,5,5,2,14,9,6,6,5,4,3,8,6,5,4,3,2,2,23,15,3,7,7,3,4
"LPG9",7,7,2,5,4,4,3,11,4,4,3,4,4,4,24,4,6,4,2,8,4,4,33,0,6,1,4,10,5,3,30,8,7,2,1,2,1,1,3,2,5,7,2,5,4,4,3,11,4,3,1,1,2,2,12,5,2,2,1,1,2,3,8,8,2,18,13,12,7,7,3,4,4,10,9,9,5,5,3,14,1,9,9,5,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,18,13,12,7,7,3,4
"LPG10",1,7,2,5,4,4,3,17,4,4,3,4,4,4,24,4,6,4,2,7,4,4,29,0,6,1,4,10,5,9,30,15,7,5,1,2,1,1,3,2,5,7,2,5,4,4,3,17,4,3,1,1,2,2,12,5,2,2,1,1,2,3,8,8,2,18,13,12,7,7,3,4,21,10,9,9,5,5,3,26,1,9,9,5,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,18,13,12,7,7,3,4
"LPG11",1,7,2,5,4,4,3,17,4,4,3,4,4,4,24,4,6,4,2,7,4,4,29,0,6,5,4,10,5,9,17,14,7,5,1,2,1,1,3,2,5,7,2,5,4,4,3,17,4,3,1,1,2,2,12,5,2,2,1,1,2,3,4,12,10,6,15,3,7,5,3,4,12,6,9,3,6,2,2,18,14,5,7,4,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,6,15,3,7,5,3,4
"LPG12",1,7,2,5,4,4,3,24,4,4,3,4,4,4,4,12,6,4,2,7,4,4,26,0,7,5,4,10,5,9,19,14,7,5,1,2,1,1,3,2,5,7,2,5,4,4,3,24,4,3,1,1,2,2,12,5,2,2,1,1,2,3,4,12,10,23,15,3,7,5,3,4,15,18,9,3,5,5,3,27,5,9,9,2,5,2,14,9,6,6,5,4,3,1,1,5,4,3,2,2,23,15,3,7,5,3,4
"LPG13",7,7,2,5,4,4,3,24,4,4,3,4,4,4,4,12,6,4,2,7,4,4,26,0,7,5,4,8,5,9,20,14,7,5,1,2,1,1,3,14,5,7,2,5,4,4,3,24,4,2,1,1,2,2,12,5,2,2,1,1,2,3,2,12,3,18,13,12,7,7,3,4,21,10,9,9,5,5,3,26,1,9,9,5,5,2,1,12,6,6,5,4,3,7,9,6,5,2,2,2,18,13,12,7,7,3,4
"LPG14",5,7,2,5,4,4,3,7,4,4,3,4,4,4,4,12,6,4,2,7,4,4,26,0,7,5,4,8,5,2,20,14,7,5,1,2,1,1,3,5,11,7,2,5,4,4,3,7,4,2,1,1,2,2,12,5,2,2,1,1,3,3,2,12,3,14,11,9,6,4,2,3,18,3,8,7,3,3,2,22,18,9,8,2,5,2,14,9,6,6,5,4,3,3,9,6,5,2,2,2,14,11,9,6,4,2,3
"LPG15",7,7,2,5,4,4,3,7,4,4,3,4,4,4,8,12,6,4,2,7,4,4,26,0,7,5,4,8,5,2,15,14,7,5,1,2,1,1,6,5,11,7,2,5,4,4,3,7,4,2,1,1,2,2,12,22,2,2,1,1,3,3,25,12,3,18,13,12,7,7,3,4,21,10,9,9,5,5,3,14,1,9,9,5,5,2,14,9,6,6,5,4,3,7,9,6,5,2,2,2,18,13,12,7,7,3,4
"VD1",5,7,2,5,4,4,3,7,4,8,3,4,4,4,8,12,6,4,2,7,4,4,26,0,7,5,4,8,5,2,15,14,11,5,1,2,1,1,6,4,11,7,2,5,4,4,3,7,4,2,1,1,2,2,12,22,2,2,1,1,3,3,25,12,3,4,11,9,6,4,2,3,9,7,8,7,3,3,2,1,17,7,8,2,6,1,20,12,4,9,5,4,2,5,4,2,2,3,2,2,4,11,9,6,4,2,3
"VD10",1,7,2,5,4,4,3,7,4,8,3,4,4,4,8,12,6,4,2,7,4,4,29,0,7,5,4,8,5,2,15,14,11,5,1,2,1,1,6,1,11,7,2,5,4,4,3,7,4,2,1,1,2,2,12,22,2,2,1,1,3,3,7,4,3,6,15,3,7,5,3,4,12,6,9,3,6,2,2,22,18,9,7,2,5,2,18,2,2,9,5,4,3,1,1,5,4,3,2,2,6,15,3,7,5,3,4
"VD11",1,7,2,5,4,4,3,7,4,8,3,4,4,4,8,12,6,4,2,7,4,4,29,0,7,5,4,4,5,2,17,14,11,5,1,2,1,1,6,1,11,7,2,5,4,4,3,7,4,2,1,1,2,2,15,22,2,2,1,1,3,3,7,4,3,11,1,8,1,5,3,4,17,8,1,8,6,2,2,18,14,5,7,4,5,2,18,2,2,9,5,4,3,1,1,5,4,3,2,2,11,1,8,1,5,3,4
"VD13",5,7,2,5,4,4,3,7,4,8,3,6,4,4,8,14,6,4,2,7,4,4,43,0,7,5,4,4,5,2,18,10,11,5,1,1,1,1,6,1,11,7,2,5,4,4,3,7,4,2,1,1,3,2,1,22,2,4,1,1,3,2,7,2,3,14,11,9,6,4,2,3,18,3,8,7,3,3,2,22,18,9,8,2,6,1,18,2,2,9,5,4,3,1,1,5,4,3,2,2,14,11,9,6,4,2,3
"VD2",5,7,2,5,4,4,3,7,4,8,3,6,4,4,8,14,6,4,2,7,4,4,30,0,7,5,4,4,5,2,18,10,11,5,1,1,1,1,6,1,11,7,2,5,4,4,3,7,4,2,1,1,3,2,1,22,2,4,1,1,3,2,24,2,3,14,11,9,6,4,2,3,18,3,8,7,3,3,2,22,18,9,8,2,6,1,18,2,2,9,5,4,3,1,1,5,4,3,2,2,14,11,9,6,4,2,3
"VD3",8,7,2,5,4,4,3,7,4,8,3,6,4,4,8,14,8,4,2,7,4,4,30,0,7,5,4,4,5,2,21,10,10,5,1,1,1,1,6,1,11,7,2,5,4,4,3,7,4,2,1,1,3,2,1,7,2,4,1,2,3,2,24,21,3,-1,19,13,9,6,4,3,23,17,6,12,4,4,2,-1,17,7,8,2,6,1,20,12,4,9,5,4,3,5,4,2,2,3,2,2,-1,19,13,9,6,4,3
"VD5",1,4,2,5,4,4,3,28,4,8,3,6,4,4,8,14,8,4,2,7,4,4,32,0,7,4,4,4,5,5,21,54,10,5,1,1,1,1,6,1,11,4,2,5,4,4,3,28,4,2,1,1,3,2,1,7,2,4,1,2,3,2,24,21,3,6,15,8,1,5,3,4,12,6,1,3,6,2,2,22,18,9,7,4,5,2,18,2,2,9,5,4,3,1,1,5,4,3,2,2,6,15,8,1,5,3,4
